,Fairness Metric,Fairness Metric,Fairness Metric,Compatibility,Compatibility,Compatibility,Allocation,Allocation,Allocation,Allocation,Results,Results,nDCG,Exposure,Exposure,Exposure
50,0.58,0.9299999999999999,0.8799999999999999,0.1773894531859974,0.1773894531859974,0.10215803640865039,1.0,0.0,0.0,0,"[('649', 3.4937867327232057), ('1395', 3.4082697921226557), ('856', 3.311474782602527), ('300', 3.2953457963577035), ('300', 3.2953457963577035), ('1637', 3.258975914418853), ('1161', 3.244299201638778), ('465', 3.240122167876387), ('2298', 3.232864019949091), ('538', 3.2254066164883364), ('1096', 3.221965987590322), ('3857', 3.218137904483467), ('1622', 3.2154095065780135), ('3551', 3.213516602977406), ('3004', 3.2088717553080266), ('4880', 3.2012421305070276), ('2837', 3.2010753830747465), ('1268', 3.199884400236298), ('654', 3.194886520489603), ('3172', 3.193153993077492), ('468', 3.191954370563313), ('288', 3.1904648680485335), ('288', 3.1904648680485335), ('2422', 3.1885893853495157), ('2872', 3.1874580730753204), ('1308', 3.185383046390988), ('944', 3.184930393575256), ('452', 3.182315616943905), ('1379', 3.1813464056086587), ('4724', 3.1783084661322265), ('581', 3.1763569440146733), ('3432', 3.175539842470347), ('44', 3.1753411625882735), ('2349', 3.173471716592158), ('253', 3.1705905981348974), ('1871', 3.1681330295245465), ('444', 3.167366153777597), ('4076', 3.1651428279126765), ('770', 3.1649449478120713), ('901', 3.1647681796677274), ('1452', 3.1596287488348143), ('4674', 3.158325604111229), ('1847', 3.158193282394535), ('1085', 3.155279343401682), ('2759', 3.1542865444137735), ('1030', 3.1515328989722633), ('1860', 3.1496468780637965), ('139', 3.148874841474898), ('1374', 3.1477359117309476), ('3860', 3.1466542386390297)]","[('3004', 40.666666666666664), ('288', 37.55555555555556), ('649', 33.111111111111114), ('1395', 32.666666666666664), ('856', 32.22222222222222), ('300', 31.77777777777778), ('1637', 31.333333333333332), ('1161', 30.88888888888889), ('465', 30.444444444444443), ('770', 30.444444444444443)]",0.9549188116102817,0.3,0.3,0.0
51,0.5882352941176471,0.9411764705882353,0.8627450980392156,0.10215803640865039,0.10215803640865039,0.0,1.0,0.0,0.0,0,"[('348', 3.3532482750926573), ('993', 3.29807212773515), ('1646', 3.238940619642083), ('2426', 3.235122950044509), ('1637', 3.2293747160768964), ('2117', 3.225552920382405), ('31', 3.2036516362579945), ('779', 3.1825807796768344), ('844', 3.177748184797551), ('4944', 3.1735903297868546), ('1949', 3.171377484626829), ('1396', 3.16726738882853), ('3926', 3.16546388870793), ('2345', 3.1634654834930878), ('1903', 3.1626085830848725), ('645', 3.1618177864543426), ('2292', 3.158408285523398), ('240', 3.155782325390044), ('1722', 3.1526239884843976), ('439', 3.1465584896937413), ('4932', 3.1423886731194184), ('2783', 3.1417262886115562), ('972', 3.141079839689581), ('630', 3.1409503495334743), ('4896', 3.139203591717488), ('1489', 3.1378099723492485), ('2523', 3.136810921801353), ('1969', 3.1364922962946356), ('867', 3.135652368119375), ('1497', 3.130386658213307), ('3150', 3.1298304572836178), ('1549', 3.1289495360126978), ('1259', 3.1268258713456025), ('97', 3.1261817870116024), ('4676', 3.1259566484741708), ('1920', 3.1247836538876923), ('1316', 3.1234362922867778), ('4614', 3.1232992403627176), ('3265', 3.1232774004443633), ('2776', 3.123010395398928), ('1914', 3.1201941640654183), ('3691', 3.118295323802365), ('2975', 3.1179122773618446), ('357', 3.116916117880773), ('3670', 3.1151721741264944), ('1681', 3.1137230767002344), ('472', 3.1123333935733375), ('3506', 3.1113723717434074), ('903', 3.110089077193411), ('1324', 3.1096799057009235)]","[('348', 48.44444444444444), ('645', 41.77777777777778), ('4896', 37.77777777777778), ('993', 34.111111111111114), ('1646', 33.666666666666664), ('2426', 33.22222222222222), ('1637', 32.77777777777778), ('2117', 32.333333333333336), ('31', 31.88888888888889), ('779', 31.444444444444443)]",0.988686521083644,0.3,0.1,0.0
52,0.5961538461538461,0.9326923076923077,0.8461538461538461,0.0,0.11648115434260779,0.0,0.0,1.0,0.0,0,"[('2171', 3.5899822794968976), ('1435', 3.4542481277232286), ('560', 3.3618511249609506), ('441', 3.3547445960232887), ('402', 3.3141102113625496), ('511', 3.260021111582824), ('87', 3.2418669223006513), ('2909', 3.239319171862596), ('885', 3.227224097957473), ('2922', 3.2267613590245525), ('4780', 3.2167894804376154), ('1161', 3.2166228625160036), ('2919', 3.20319150342866), ('115', 3.202650823271584), ('393', 3.201121881470411), ('3009', 3.1951939230048163), ('1380', 3.1936932367802675), ('782', 3.19350933158519), ('3445', 3.1923281257267626), ('729', 3.1918755007216264), ('4852', 3.19090069015692), ('454', 3.1837611458324084), ('150', 3.1827632036768754), ('2547', 3.175466026328596), ('1477', 3.175150258513649), ('4799', 3.1723910699556974), ('1609', 3.172132408515567), ('1716', 3.170830956694283), ('1018', 3.1698403616901856), ('758', 3.1696956844953053), ('550', 3.167142528307244), ('689', 3.1651364345006177), ('1205', 3.1623743187016857), ('302', 3.1589301850512714), ('1597', 3.1587363989249693), ('2365', 3.1575986690141264), ('2675', 3.1567379411902246), ('1229', 3.1560778808514365), ('558', 3.1542385349907285), ('804', 3.1538179816049676), ('2911', 3.152504298896693), ('1374', 3.1475162127782816), ('1320', 3.145930047960506), ('1901', 3.145078397649254), ('863', 3.1449066873144416), ('1260', 3.1356899055277365), ('4643', 3.134686603773771), ('1810', 3.1342587498400483), ('1624', 3.1334535310086413), ('1043', 3.1315368947122626)]","[('402', 45.833333333333336), ('87', 44.94444444444444), ('2909', 44.5), ('4780', 43.166666666666664), ('1380', 40.5), ('1609', 36.05555555555556), ('2171', 33.72222222222222), ('1435', 33.27777777777778), ('560', 32.833333333333336), ('441', 32.388888888888886)]",0.9415371796907792,0.2,0.6,0.0
53,0.5974842767295597,0.9716981132075472,0.830188679245283,0.0,0.2863969571159562,0.21084230031853216,0.0,0.0,1.0,0,"[('147', 3.455953571767185), ('1061', 3.3919483008416647), ('1978', 3.3372491664877426), ('1484', 3.3253289094329075), ('1925', 3.3156697238974404), ('601', 3.3131787186449966), ('793', 3.291201558621443), ('1380', 3.2649594109094875), ('4601', 3.261413513651255), ('530', 3.2577335663706517), ('203', 3.2533306279680656), ('150', 3.2496717634561523), ('2298', 3.240810918487542), ('97', 3.2357551305013166), ('1520', 3.235574019230999), ('562', 3.2292382141023794), ('393', 3.2239588675478705), ('1077', 3.2230119485190953), ('2914', 3.2225460381266853), ('1882', 3.2212376263671962), ('2168', 3.2204885131993755), ('2349', 3.219827101080354), ('175', 3.2190622545868024), ('1810', 3.213036490611884), ('851', 3.211307916940948), ('1155', 3.2104631708352667), ('1771', 3.206064352320809), ('431', 3.2051710414361017), ('3833', 3.2026815511952456), ('1099', 3.2017571231195623), ('365', 3.2005270737578098), ('3436', 3.198707150795103), ('2821', 3.197496308385254), ('2830', 3.193039962388611), ('765', 3.1910707892028234), ('4012', 3.188678294307204), ('630', 3.1874410349154947), ('1025', 3.186037719646171), ('3380', 3.185770686737465), ('2149', 3.184197678205682), ('436', 3.1826102838038115), ('4652', 3.18174828343178), ('408', 3.180477626569542), ('906', 3.1793409691737966), ('3822', 3.1740215242270384), ('3399', 3.171309576414235), ('3495', 3.171183194701223), ('452', 3.170665136377892), ('2753', 3.170184001612824), ('1912', 3.163838062810296)]","[('793', 46.05555555555556), ('147', 34.833333333333336), ('1061', 34.388888888888886), ('1978', 33.94444444444444), ('1484', 33.5), ('1925', 33.05555555555556), ('601', 32.611111111111114), ('1380', 31.72222222222222), ('4601', 31.27777777777778), ('530', 30.833333333333332)]",0.9863366404328974,0.0,0.2,0.1
54,0.5864197530864198,0.9722222222222222,0.8518518518518517,0.0,0.2307099556914764,0.0,0.0,1.0,0.0,0,"[('4621', 3.6543200232175095), ('1716', 3.259504668533168), ('1484', 3.2421730118115595), ('1010', 3.2267704036243954), ('1217', 3.2248870162003214), ('41', 3.2210663365400074), ('4637', 3.2205679959670652), ('578', 3.2164764475386267), ('238', 3.2161796589083775), ('4748', 3.214146158965279), ('1237', 3.211756094853919), ('1916', 3.2032898932799947), ('1847', 3.199966618969), ('2499', 3.195543432008373), ('1861', 3.1942054886538758), ('691', 3.190120823264775), ('4727', 3.1901145292075976), ('916', 3.18626528253226), ('724', 3.1817686408663084), ('262', 3.1802272432160357), ('3399', 3.175299430224648), ('132', 3.1727356714926143), ('1128', 3.171551732989911), ('2287', 3.166516361278462), ('1327', 3.162413606060357), ('3590', 3.1615379641592956), ('1172', 3.161334683472099), ('2954', 3.1594252707443733), ('2163', 3.154423000909077), ('2010', 3.1528925440978504), ('340', 3.1526999927638792), ('3537', 3.1513880148340436), ('1255', 3.1496671847605557), ('937', 3.1490172750173784), ('1261', 3.148964320887081), ('339', 3.1485026567176195), ('4284', 3.1464236721346848), ('829', 3.1422778585091957), ('470', 3.1413876462036328), ('1733', 3.1408814802698095), ('1112', 3.140683722878103), ('3015', 3.1398361452427648), ('1598', 3.139541675097887), ('4983', 3.1376949448444944), ('2113', 3.1366175710646034), ('2071', 3.133301136915366), ('3009', 3.1328347957333387), ('1573', 3.1316310505048146), ('346', 3.128918261810672), ('1045', 3.126377863023866)]","[('2499', 42.94444444444444), ('4621', 34.833333333333336), ('1716', 34.388888888888886), ('1484', 33.94444444444444), ('1010', 33.5), ('1217', 33.05555555555556), ('41', 32.611111111111114), ('4637', 32.166666666666664), ('470', 31.833333333333332), ('578', 31.72222222222222)]",0.9626862363753241,0.0,0.2,0.0
55,0.5757575757575758,0.9727272727272727,0.8363636363636363,0.0,0.19823496409776625,0.09082782593233851,0.0,1.0,0.0,0,"[('176', 3.472657516617377), ('659', 3.336903142039907), ('2778', 3.2347705466801226), ('3807', 3.230527986919968), ('815', 3.229705692069228), ('2894', 3.2219026307232954), ('756', 3.2142624950638594), ('4670', 3.211731353546281), ('156', 3.206227656035515), ('1472', 3.2058206198100896), ('661', 3.2032838881525834), ('1165', 3.2017000432395153), ('2489', 3.1992693612310847), ('1657', 3.195705761858005), ('220', 3.1949502647061805), ('4593', 3.194690197091236), ('2094', 3.189814270659131), ('2534', 3.186092035870221), ('3060', 3.179219920372343), ('925', 3.1748553117787304), ('4739', 3.173942859031289), ('3960', 3.171795659077706), ('1699', 3.171573427990111), ('4800', 3.169859031372197), ('1202', 3.169058010652533), ('2422', 3.1678764892262117), ('1266', 3.164743833924107), ('4656', 3.162973629642559), ('3458', 3.1622923462758292), ('508', 3.1605506699816206), ('660', 3.155626966581682), ('437', 3.151766797460793), ('1477', 3.1486696709539057), ('1066', 3.1466858308111103), ('1180', 3.1465566905666966), ('1486', 3.144140916578268), ('210', 3.1436192358963786), ('2884', 3.14319925765276), ('4623', 3.142361606533899), ('314', 3.141648487997984), ('1306', 3.1408358132275644), ('2907', 3.1374784922947554), ('101', 3.135302722576173), ('1000', 3.134721723688475), ('2047', 3.13460001539333), ('1555', 3.134597476080654), ('1550', 3.1298791633827903), ('1654', 3.1280959731763356), ('1553', 3.1271146531528857), ('1774', 3.1269172785026704)]","[('815', 45.833333333333336), ('2534', 40.05555555555556), ('4739', 38.72222222222222), ('4656', 35.611111111111114), ('176', 33.72222222222222), ('659', 33.27777777777778), ('1066', 32.94444444444444), ('2778', 32.833333333333336), ('3807', 32.388888888888886), ('2894', 31.5)]",0.9548929645628538,0.1,0.5,0.0
56,0.5714285714285715,1.0,0.8214285714285714,0.0,0.08426242877623302,0.08426242877623302,0.0,0.0,1.0,0,"[('178', 3.3154037453907566), ('1998', 3.2920362437929556), ('91', 3.288060006252371), ('549', 3.267018679034362), ('1666', 3.2195104031143793), ('779', 3.210589694146543), ('4748', 3.206192255781922), ('1972', 3.205133339870184), ('1494', 3.1993522709203255), ('3294', 3.187880151270975), ('2288', 3.1877673196652077), ('2629', 3.1855799917484053), ('1790', 3.185459266074555), ('2247', 3.1805923351944863), ('439', 3.179963325782387), ('3822', 3.1743392319357553), ('986', 3.1676569588834194), ('947', 3.167430876550174), ('2016', 3.1666700158102463), ('2972', 3.163283374227007), ('54', 3.1612683003868995), ('29', 3.1604477870232808), ('4564', 3.1492116598002453), ('431', 3.1464820021261293), ('1566', 3.1448209219809296), ('516', 3.1388720948918385), ('2215', 3.1375764099157863), ('2910', 3.133646816855205), ('4623', 3.1331647248888546), ('2218', 3.13307416971844), ('3199', 3.1289252836929218), ('2154', 3.1283836008765116), ('3087', 3.1273521645375797), ('408', 3.1268004412349795), ('2502', 3.126335055361422), ('1045', 3.122973543612658), ('1342', 3.12293318252426), ('253', 3.122770862873245), ('2434', 3.1224308353589274), ('1191', 3.1198710618050733), ('3340', 3.1190872718291076), ('152', 3.118620428185713), ('3667', 3.1179326655603368), ('4710', 3.116037112353735), ('190', 3.1160110566779156), ('919', 3.115018932390654), ('1037', 3.1148064551189556), ('2884', 3.11446992634961), ('852', 3.1143170657846344), ('4993', 3.1119567902419716)]","[('4623', 36.55555555555556), ('178', 35.111111111111114), ('1998', 34.666666666666664), ('91', 34.22222222222222), ('549', 33.77777777777778), ('1666', 33.333333333333336), ('779', 32.888888888888886), ('4748', 32.44444444444444), ('1972', 32.0), ('1494', 31.555555555555557)]",0.9788919209143532,0.0,0.0,0.1
57,0.5614035087719298,0.9824561403508771,0.8421052631578947,0.10802319526362833,0.10802319526362833,0.0,1.0,0.0,0.0,0,"[('1938', 3.464094693688052), ('929', 3.4045413292240827), ('1035', 3.391430262590973), ('1670', 3.337864286992099), ('530', 3.327473039483343), ('4630', 3.3200915908662765), ('3065', 3.3185520717006023), ('1815', 3.313507109196712), ('2881', 3.312237534171335), ('2455', 3.3083343850286773), ('1709', 3.3067865685831), ('512', 3.3045017138695325), ('186', 3.2989578178889247), ('1364', 3.2942050529453986), ('1868', 3.2873030925486915), ('2921', 3.2868702486840338), ('148', 3.282191708275212), ('2536', 3.2788803485952926), ('233', 3.2753998593348155), ('4569', 3.274671511806069), ('760', 3.274450980080365), ('1151', 3.2720776857026266), ('1539', 3.2716202131020586), ('1222', 3.27107594654798), ('4680', 3.270447419870787), ('2776', 3.2695587405984243), ('1136', 3.2684225813808374), ('485', 3.2665439081905165), ('2405', 3.2652203446697845), ('2076', 3.2631854592884353), ('570', 3.263075989498164), ('1131', 3.262266078552651), ('2272', 3.2606361687756644), ('508', 3.260354153765819), ('3693', 3.25900707157863), ('2281', 3.257723892021882), ('1720', 3.2510461996944775), ('2104', 3.2491432757125267), ('809', 3.2490872878278783), ('1746', 3.2487968159736815), ('1820', 3.2486960164609404), ('4669', 3.2480052501316643), ('4186', 3.247560465882682), ('4682', 3.24585346754438), ('1761', 3.2447371591571366), ('1566', 3.2439787239954945), ('3246', 3.243017700613371), ('835', 3.2422816682956497), ('3013', 3.2394235793472017), ('4712', 3.2383198364951045)]","[('1035', 46.166666666666664), ('3065', 44.388888888888886), ('1868', 40.833333333333336), ('760', 38.166666666666664), ('485', 35.05555555555556), ('2405', 34.611111111111114), ('1938', 33.166666666666664), ('929', 32.72222222222222), ('1670', 31.833333333333332), ('530', 31.38888888888889)]",0.9735367249392212,0.6,0.2,0.0
58,0.5862068965517241,0.9827586206896551,0.8275862068965517,0.0,0.15374218032876188,0.041125624368577904,0.0,0.0,1.0,0,"[('319', 3.429386905056057), ('929', 3.254680470593352), ('639', 3.214807564540195), ('414', 3.213154948903476), ('2914', 3.210012607676863), ('2250', 3.193594298180507), ('1268', 3.187179016143587), ('2891', 3.1844290979071284), ('1364', 3.1842688089087483), ('568', 3.1828281621287418), ('2060', 3.181117421859208), ('1445', 3.176130517372988), ('1528', 3.16789155367905), ('1850', 3.165722138123232), ('1530', 3.1642561991000604), ('2722', 3.16411865375856), ('82', 3.1633894701260448), ('313', 3.1592684717573762), ('3052', 3.1590180947379025), ('2692', 3.153789580421045), ('1799', 3.1489116483116484), ('2907', 3.1480083981603495), ('699', 3.145625790967405), ('1336', 3.1440275305319405), ('408', 3.1376029113896977), ('2260', 3.137505051088339), ('122', 3.134960705354958), ('32', 3.1333442193491847), ('2095', 3.1322095613857837), ('4174', 3.131951458547428), ('1042', 3.1316271471963275), ('4702', 3.1303184394015853), ('4964', 3.1296687875182796), ('1562', 3.127638803316074), ('2776', 3.1256950213847974), ('1413', 3.123884894452527), ('1987', 3.1217745078509984), ('602', 3.121632189933403), ('1556', 3.1207790532946635), ('1922', 3.120097848344279), ('3693', 3.117961322717646), ('2237', 3.117929734945229), ('2107', 3.1172229845694446), ('4688', 3.115845001904819), ('2975', 3.114527447229965), ('2449', 3.1141849293161243), ('240', 3.1116509657058304), ('1063', 3.111194968503031), ('2242', 3.110804751326441), ('3310', 3.1097718763026667)]","[('1530', 42.77777777777778), ('319', 35.111111111111114), ('929', 34.666666666666664), ('639', 34.22222222222222), ('414', 33.77777777777778), ('2914', 33.333333333333336), ('2250', 32.888888888888886), ('1268', 32.44444444444444), ('2891', 32.0), ('1364', 31.555555555555557)]",0.9786712008297843,0.1,0.0,0.1
59,0.5819209039548022,0.9661016949152542,0.847457627118644,0.0,0.06119152331234119,0.0,0.0,1.0,0.0,0,"[('2171', 3.5252869768560373), ('659', 3.39749481568968), ('202', 3.344299028708632), ('188', 3.3405408172590323), ('1910', 3.3252846746313813), ('553', 3.2366943752015187), ('578', 3.230659482704919), ('2373', 3.2296017426392414), ('1724', 3.228266532240078), ('1169', 3.222790243548304), ('4754', 3.221919400759143), ('2182', 3.2147425040274356), ('2098', 3.213697459771912), ('1417', 3.2044714063576163), ('1173', 3.2031765764567908), ('3054', 3.1978302906819707), ('252', 3.19554135621884), ('3101', 3.1928207625878944), ('1768', 3.1925298709165992), ('1167', 3.192523463713985), ('2408', 3.1883767769579214), ('1392', 3.1813738651436165), ('54', 3.17791534094975), ('2035', 3.1777176548058828), ('2137', 3.174950962390604), ('1320', 3.174142049025545), ('2205', 3.171895367180703), ('3455', 3.168025873805158), ('1224', 3.1679896313786156), ('528', 3.1669613813353914), ('2330', 3.1630520411708294), ('346', 3.161643162689578), ('1170', 3.161219085681859), ('46', 3.16043119444611), ('1106', 3.1599161278803436), ('4569', 3.1591113843213954), ('2444', 3.156817511736485), ('1188', 3.15639959051144), ('2494', 3.1552159088348577), ('752', 3.1533505582828556), ('1711', 3.1503906000254767), ('3487', 3.150065711866507), ('2119', 3.14894359199771), ('1387', 3.1470627583817614), ('874', 3.146139473900917), ('1561', 3.1450269905176738), ('1975', 3.1435855674890028), ('2631', 3.14189420323019), ('1164', 3.1410597740244603), ('2229', 3.140418778464095)]","[('2373', 45.05555555555556), ('2408', 39.27777777777778), ('54', 38.388888888888886), ('2137', 37.5), ('2171', 34.27777777777778), ('659', 33.833333333333336), ('202', 33.388888888888886), ('188', 32.94444444444444), ('1910', 32.5), ('553', 32.05555555555556)]",0.9434597841536383,0.0,0.4,0.0
